-0.0043836818	94720
1.845374	37582
3.6933582	21934
5.542491	19271
7.3913112	18753
9.2383575	18629
11.086554	18558
12.932977	18400
14.780548	18362
16.627808	18314
18.473295	18317
20.318472	18304
22.164795	18287
24.00935	18257
25.855049	18240
27.69898	18261
29.542601	18243
31.387365	18228
33.230366	18244
35.073051	18257
36.916882	18226
38.758945	18213
40.6007	18235
42.442142	18238
44.284733	18250
46.125557	18223
47.966068	18216
49.806271	18225
51.646164	18246
53.485744	18262
55.325016	18223
57.163975	18241
59.002628	18245
60.840969	18239
62.679005	18226
64.516724	18214
66.354141	18256
68.191246	18209
70.026588	18221
71.863068	18247
73.699249	18240
75.535118	18222
77.370674	18214
79.204475	18229
81.039413	18254
82.874046	18235
84.706917	18219
86.540932	18233
88.373184	18220
90.206589	18230
92.039673	18224
93.87101	18226
95.703484	18212
97.534195	18212
99.366051	18226
101.19615	18217
103.02595	18220
104.85688	18255
106.68605	18260
108.51637	18240
110.34493	18237
112.17319	18225
114.00114	18222
115.83024	18238
117.65756	18230
119.4846	18237
121.31132	18234
123.13773	18232
124.96529	18224
126.79108	18221
128.61658	18226
130.44177	18241
132.26666	18202
134.09123	18219
135.9155	18243
137.73947	18236
139.56313	18238
141.38647	18255
143.20808	18239
145.03082	18246
146.85326	18226
148.6754	18219
150.49721	18237
152.31873	18243
154.1385	18234
155.95943	18228
157.78001	18229
159.59888	18244
161.41887	18229
163.23857	18243
165.0565	18254
166.87558	18237
168.69292	18244
170.5114	18233
172.32811	18227
174.14598	18231
175.9621	18242
177.77934	18259
179.59486	18258
181.41008	18262
183.22643	18229
185.04102	18239
186.85532	18238
188.67075	18241
190.48442	18240
192.29782	18251
194.1109	18279
195.92513	18255
197.73759	18246
199.54977	18249
201.36165	18252
203.1732	18230
204.98448	18225
206.79544	18252
208.60609	18252
210.41646	18277
212.22652	18251
214.03625	18236
215.84572	18263
217.65488	18232
219.4637	18236
221.27226	18245
223.07907	18268
224.88701	18244
226.69466	18259
228.502	18226
230.30759	18255
232.11433	18257
233.92075	18253
235.72546	18250
237.5313	18282
239.33681	18249
241.14063	18257
242.94556	18268
244.74873	18242
246.55307	18263
248.35565	18264
250.15939	18261
251.9614	18251
253.7645	18263
255.5659	18249
257.36697	18272
259.16922	18264
260.96973	18248
262.7699	18259
264.56979	18248
266.37082	18253
268.1701	18296
269.96912	18253
271.76782	18269
273.56622	18243
275.36429	18238
277.16211	18253
278.95959	18272
280.75681	18270
282.55371	18275
284.35031	18278
286.14661	18249
287.94263	18295
289.73834	18251
291.53372	18246
293.32886	18247
295.12366	18232
296.91815	18241
298.71097	18264
300.50488	18257
302.29849	18255
304.0918	18263
305.88342	18249
307.67612	18257
309.46857	18238
311.25925	18252
313.05112	18258
314.84122	18243
316.63245	18268
318.42197	18243
320.21262	18271
322.00153	18238
323.79156	18216
325.5799	18253
327.36795	18243
329.1571	18238
330.94455	18278
332.73169	18253
334.51996	18246
336.30649	18269
338.09277	18256
339.87872	18222
341.6644	18244
343.45114	18261
345.23624	18227
347.021	18258
348.80551	18251
350.58966	18239
352.37357	18246
354.15717	18239
355.94046	18228
357.72345	18259
359.50616	18239
361.28857	18237
363.07068	18246
364.8511	18250
366.6326	18259
368.41385	18249
370.19479	18256
371.97543	18250
373.75436	18228
375.53439	18227
377.31418	18236
379.09222	18247
380.8714	18238
382.64886	18234
384.42746	18233
386.20572	18260
387.9823	18254
389.76001	18258
391.53598	18242
393.31168	18243
395.0885	18253
396.86362	18220
398.63986	18224
400.41437	18257
402.1886	18237
403.96396	18207
405.73761	18253
407.51099	18242
409.28403	18228
411.05679	18227
412.83069	18247
414.60284	18252
416.37473	18237
418.14636	18245
419.91766	18249
421.68869	18224
423.45938	18219
425.22983	18238
426.99997	18235
428.76981	18237
430.53934	18246
432.30862	18236
434.0762	18234
435.84485	18225
437.61325	18217
439.38135	18243
441.14914	18264
442.91528	18262
444.68246	18226
446.4494	18237
448.21463	18212
449.98099	18258
451.74564	18231
453.51138	18251
455.27689	18227
457.04065	18247
458.80554	18224
460.56876	18229
462.33167	18239
464.09567	18238
465.858	18228
467.62146	18218
469.38321	18208
471.14465	18232
472.90726	18246
474.66812	18219
476.42871	18211
478.189	18233
479.94904	18227
481.71014	18244
483.46957	18242
485.2287	18250
486.98758	18245
488.74615	18266
490.50443	18241
492.26239	18248
494.02011	18245
495.77753	18236
497.53464	18243
499.29147	18240
501.04663	18251
502.80289	18235
504.55884	18260
506.31451	18234
508.06992	18238
509.82364	18268
511.57843	18229
513.33295	18258
515.08582	18247
516.83978	18220
518.59344	18254
520.3454	18242
522.09845	18242
523.84985	18238
525.60242	18235
527.35327	18246
529.10516	18234
530.85541	18225
532.60541	18227
534.35645	18243
536.1059	18222
537.85498	18234
539.60522	18213
541.35376	18214
543.10199	18213
544.84991	18229
546.59906	18197
548.34644	18225
550.09351	18230
551.84033	18250
553.58685	18227
555.33307	18214
557.07904	18219
558.82477	18223
560.57013	18228
562.31525	18219
564.06006	18239
565.80457	18231
567.54883	18230
569.29138	18229
571.0351	18226
572.7785	18212
574.52161	18235
576.26306	18230
578.00555	18222
579.7478	18247
581.4884	18213
583.23004	18249
584.97144	18216
586.71118	18241
588.45203	18260
590.19116	18240
591.93146	18250
593.67004	18232
595.40973	18225
597.14777	18222
598.8855	18261
600.62433	18239
602.36151	18252
604.09839	18248
605.83636	18269
607.57269	18242
609.30872	18255
