4.024494042E+00  1.701725841E+00
4.043832042E+00  3.733113050E+00
4.063170041E+00  3.124851227E+00
4.082508041E+00  2.486255646E+00
4.101846041E+00  1.871169806E+00
4.121184041E+00  1.987405419E+00
4.140522041E+00  7.867645025E-01
4.159860041E+00  -2.869713604E-01
4.179198041E+00  -7.087469697E-01
4.198536041E+00  -5.784456134E-01
4.217874041E+00  2.444411814E-01
4.237212041E+00  1.340855479E+00
4.256550041E+00  2.395465851E+00
4.275888041E+00  2.197134495E+00
4.295226041E+00  1.308753371E+00
4.314564041E+00  5.262130499E-01
4.333902041E+00  1.110534430E+00
4.353240041E+00  1.193447471E+00
4.372578041E+00  -4.672868550E-02
4.391916041E+00  -6.811832786E-01
4.411254041E+00  4.236033559E-01
4.430592041E+00  1.500098825E+00
4.449930041E+00  3.151956320E+00
4.469268041E+00  4.730550289E+00
4.488606041E+00  6.000185013E+00
4.507944041E+00  9.670718193E+00
4.527282041E+00  1.717383766E+01
4.546620041E+00  2.778600502E+01
4.565958041E+00  3.690696335E+01
4.585296041E+00  4.069689560E+01
4.604634041E+00  3.583996964E+01
4.623972041E+00  2.762626839E+01
4.643310041E+00  1.969849396E+01
4.662648041E+00  1.510333729E+01
4.681986041E+00  1.175647545E+01
4.701324041E+00  1.050401783E+01
4.720662041E+00  9.480375290E+00
4.740000041E+00  1.093597603E+01
4.759338041E+00  1.182561016E+01
4.778676041E+00  1.305203438E+01
4.798014041E+00  1.498452187E+01
4.817352041E+00  1.900904465E+01
4.836690041E+00  2.672098923E+01
4.856028041E+00  3.305156326E+01
4.875366041E+00  3.941016388E+01
4.894704041E+00  3.919366837E+01
4.914042041E+00  3.458027267E+01
4.933380041E+00  2.839353371E+01
4.952718041E+00  2.306296921E+01
4.972056041E+00  2.053404236E+01
4.991394041E+00  1.892511559E+01
5.010732041E+00  1.910863686E+01
5.030070041E+00  1.858427238E+01
5.049408041E+00  1.894173813E+01
5.068746041E+00  1.958008575E+01
5.088084041E+00  2.070436478E+01
5.107422041E+00  2.386524010E+01
5.126760041E+00  2.706123734E+01
5.146098041E+00  3.405618286E+01
5.165436041E+00  5.127459717E+01
5.184774041E+00  7.677106476E+01
5.204112041E+00  9.942591095E+01
5.223450041E+00  1.030619507E+02
5.242788041E+00  8.324245453E+01
5.262126041E+00  5.740601349E+01
5.281464041E+00  3.710557175E+01
5.300802041E+00  2.680932426E+01
5.320140041E+00  2.199440384E+01
5.339478041E+00  1.853904724E+01
5.358816041E+00  1.663645363E+01
5.378154041E+00  1.437998104E+01
5.397492041E+00  1.318656635E+01
5.416830041E+00  1.156807327E+01
5.436168041E+00  1.048840427E+01
5.455506041E+00  9.059596062E+00
5.474844041E+00  7.271242619E+00
5.494182041E+00  4.653873444E+00
5.513520041E+00  4.410910130E+00
5.532858041E+00  5.636862755E+00
5.552196041E+00  7.498001099E+00
5.571534041E+00  9.281314850E+00
5.590872041E+00  7.773193836E+00
5.610210041E+00  6.661556721E+00
5.629548040E+00  5.048151493E+00
5.648886040E+00  3.758415699E+00
5.668224040E+00  2.931491852E+00
5.687562040E+00  3.760828257E+00
5.706900040E+00  6.543074608E+00
5.726238040E+00  1.622619057E+01
5.745576040E+00  2.343333244E+01
5.764914040E+00  2.959043884E+01
5.784252040E+00  2.465856552E+01
5.803590040E+00  1.726984406E+01
5.822928040E+00  5.653973103E+00
5.842266040E+00  2.503919125E+00
5.861604040E+00  1.131600022E+00
5.880942040E+00  3.537873268E+00
5.900280040E+00  6.580608368E+00
5.919618040E+00  1.491405964E+01
5.938956040E+00  3.009992790E+01
5.958294040E+00  5.281290436E+01
5.977632040E+00  7.099928284E+01
5.996970040E+00  6.903346252E+01
6.016308040E+00  5.080216599E+01
6.035646040E+00  3.064226723E+01
6.054984040E+00  1.577420902E+01
6.074322040E+00  7.530355930E+00
6.093660040E+00  4.316131115E+00
6.112998040E+00  2.285311937E+00
6.132336040E+00  1.421758652E+00
6.151674040E+00  -3.125747442E-01
6.171012040E+00  -1.118637398E-01
6.190350040E+00  -4.532521367E-01
6.209688040E+00  -7.554946542E-01
6.229026040E+00  -1.648869038E+00
6.248364040E+00  -9.302103519E-01
6.267702040E+00  -1.579011381E-01
6.287040040E+00  3.460935950E-01
6.306378040E+00  1.521289587E+00
6.325716040E+00  1.044917345E+00
6.345054040E+00  4.250389040E-01
6.364392040E+00  -1.700698137E-01
6.383730040E+00  6.792448759E-01
6.403068040E+00  1.142099738E+00
6.422406040E+00  9.845257998E-01
6.441744040E+00  1.687307477E+00
6.461082040E+00  1.369120359E+00
6.480420040E+00  1.828994513E+00
6.499758040E+00  1.868076801E+00
6.519096040E+00  3.131597996E+00
6.538434040E+00  3.615758657E+00
6.557772040E+00  4.728390217E+00
6.577110040E+00  5.129157543E+00
6.596448040E+00  5.327944279E+00
6.615786040E+00  3.927160025E+00
6.635124040E+00  2.734657049E+00
6.654462040E+00  8.701151013E-01
6.673800040E+00  2.657189667E-01
6.693138040E+00  -2.895250022E-01
6.712476040E+00  2.034909576E-01
6.731814040E+00  -7.485903502E-01
6.751152040E+00  -1.047535181E+00
6.770490040E+00  -1.796231508E+00
6.789828040E+00  -1.349030972E+00
6.809166040E+00  -1.141934991E+00
6.828504040E+00  3.520345986E-01
6.847842040E+00  1.267015457E+00
6.867180040E+00  9.301336408E-01
6.886518040E+00  1.387823582E+00
6.905856040E+00  3.235614777E+00
6.925194040E+00  4.074504375E+00
6.944532040E+00  2.879561424E+00
6.963870040E+00  1.015012383E+00
6.983208040E+00  3.413094878E-01
7.002546040E+00  1.582997441E+00
7.021884040E+00  2.052904606E+00
7.041222040E+00  1.166554213E+00
7.060560040E+00  1.040192246E+00
7.079898040E+00  6.769496799E-01
7.099236040E+00  1.952684641E+00
7.118574040E+00  2.126360893E+00
7.137912040E+00  1.982075691E+00
7.157250040E+00  1.046589732E+00
7.176588040E+00  1.567655921E+00
7.195926039E+00  1.517190337E+00
7.215264039E+00  1.798359871E+00
7.234602039E+00  1.512787819E+00
7.253940039E+00  1.445594072E+00
7.273278039E+00  7.890810370E-01
7.292616039E+00  1.016016126E+00
7.311954039E+00  6.999353766E-01
7.331292039E+00  6.499600410E-01
7.350630039E+00  -3.110756911E-02
7.369968039E+00  -1.133196235E+00
7.389306039E+00  -1.326525331E+00
7.408644039E+00  -1.125177026E+00
7.427982039E+00  -1.288676709E-01
7.447320039E+00  5.962225795E-02
7.466658039E+00  5.070456862E-01
7.485996039E+00  8.250450492E-01
7.505334039E+00  1.493995547E+00
7.524672039E+00  1.034810066E+00
7.544010039E+00  2.718159676E+00
7.563348039E+00  4.358228207E+00
7.582686039E+00  6.468467712E+00
7.602024039E+00  7.848077774E+00
7.621362039E+00  8.724030495E+00
7.640700039E+00  8.276763916E+00
7.660038039E+00  6.789648056E+00
7.679376039E+00  5.516665459E+00
7.698714039E+00  4.279022694E+00
7.718052039E+00  2.933537245E+00
7.737390039E+00  2.761307001E+00
7.756728039E+00  3.552918673E+00
7.776066039E+00  5.639150143E+00
7.795404039E+00  5.789103985E+00
7.814742039E+00  7.708748817E+00
7.834080039E+00  1.282308769E+01
7.853418039E+00  2.323044777E+01
7.872756039E+00  4.138504410E+01
7.892094039E+00  6.359807968E+01
7.911432039E+00  8.960404205E+01
7.930770039E+00  1.052564392E+02
7.950108039E+00  1.057565308E+02
7.969446039E+00  9.034648132E+01
7.988784039E+00  7.127642822E+01
8.008122039E+00  5.430440903E+01
8.027460039E+00  4.611120224E+01
8.046798039E+00  4.409259415E+01
8.066136039E+00  4.819588089E+01
8.085474039E+00  5.247141266E+01
8.104812039E+00  5.325341797E+01
8.124150039E+00  4.850744629E+01
8.143488039E+00  4.165079498E+01
8.162826039E+00  3.256607056E+01
8.182164039E+00  2.662706947E+01
8.201502039E+00  2.155700684E+01
8.220840039E+00  1.882634354E+01
8.240178039E+00  1.471339607E+01
8.259516039E+00  1.060842037E+01
8.278854039E+00  7.870244503E+00
8.298192039E+00  4.958042145E+00
8.317530039E+00  2.813112497E+00
8.336868039E+00  -9.204673022E-02
8.356206039E+00  -1.279251933E+00
8.375544039E+00  -7.999116778E-01
8.394882039E+00  5.316969156E-01
8.414220039E+00  1.553160429E+00
8.433558039E+00  2.277365446E+00
8.452896039E+00  3.443155289E+00
8.472234039E+00  3.368171930E+00
8.491572039E+00  4.683715820E+00
8.510910039E+00  5.922267437E+00
8.530248039E+00  8.031643867E+00
8.549586039E+00  1.053362179E+01
8.568924039E+00  1.332722187E+01
8.588262039E+00  1.761557961E+01
8.607600039E+00  2.426409721E+01
8.626938039E+00  3.311330032E+01
8.646276039E+00  4.954958344E+01
8.665614039E+00  7.643175507E+01
8.684952039E+00  1.271980667E+02
8.704290039E+00  2.116028595E+02
8.723628039E+00  3.227809143E+02
8.742966039E+00  4.255432739E+02
8.762304038E+00  4.546560974E+02
8.781642038E+00  4.020480652E+02
8.800980038E+00  3.016607056E+02
8.820318038E+00  2.019301758E+02
8.839656038E+00  1.271103058E+02
8.858994038E+00  8.155675507E+01
8.878332038E+00  5.183382416E+01
