-47.986488	18355
-44.045109	18363
-40.103676	18394
-36.165131	18391
-32.227997	18401
-28.292278	18366
-24.356508	18401
-20.423618	18475
-16.492138	18745
-12.562069	21104
-8.6334114	53485
-4.7061625	185031
-0.78032303	232356
3.1455693	165943
7.068593	66467
10.99021	23100
14.910421	19132
18.827768	18649
22.745171	18633
26.661169	18571
30.575766	18539
34.488956	18469
38.400753	18396
42.311146	18347
46.218681	18341
50.12627	18351
54.032471	18338
57.93581	18339
61.839214	18346
65.741219	18347
69.640381	18336
73.539589	18339
77.435966	18342
81.33239	18340
85.225983	18325
89.119621	18321
93.010437	18348
96.901299	18326
100.78933	18330
104.67596	18326
108.56268	18352
112.44653	18334
116.32903	18325
120.21156	18336
124.09128	18344
127.9696	18325
131.84654	18338
135.72212	18346
139.59775	18376
143.47055	18385
147.34198	18438
151.21202	18488
155.08069	18543
158.94798	18563
162.8139	18525
166.67844	18486
170.54161	18412
174.40195	18379
178.26237	18365
182.12141	18364
185.97908	18356
189.83539	18331
193.68887	18338
197.54245	18356
201.39464	18320
205.24402	18345
209.09348	18352
212.94156	18355
216.78687	18356
220.63222	18375
224.47476	18366
228.31741	18369
232.15724	18363
235.99713	18372
239.83426	18379
243.67	18388
247.50583	18382
251.33887	18380
255.17053	18361
259.00229	18364
262.83124	18404
266.65884	18386
270.48511	18396
274.31143	18409
278.13495	18417
281.95715	18412
285.77798	18411
289.59747	18409
293.41562	18408
297.23239	18364
301.04782	18373
304.86191	18354
308.67465	18382
312.48602	18355
316.29608	18347
320.10336	18339
323.91071	18346
327.71671	18360
331.52139	18376
335.3233	18391
339.12527	18331
342.92593	18362
346.72382	18348
350.52176	18366
354.31839	18348
358.11227	18338
361.90619	18349
365.69739	18369
369.48865	18343
373.27719	18322
377.06436	18335
380.85162	18319
384.63614	18332
388.42078	18338
392.20264	18335
395.98315	18335
399.76233	18338
403.54163	18321
407.31818	18317
411.09338	18335
414.86725	18309
418.63983	18325
422.41104	18329
426.18097	18333
429.94952	18341
433.7168	18320
437.48276	18330
441.24734	18333
445.01065	18315
448.77261	18307
452.53326	18333
456.2912	18295
460.04922	18357
463.80591	18335
467.56128	18345
471.31393	18341
475.06671	18327
478.81815	18339
482.56686	18355
486.31564	18355
490.06174	18386
493.80789	18381
497.55136	18358
501.29495	18366
505.0358	18379
508.77673	18381
512.51495	18375
516.2533	18411
519.98889	18406
523.72321	18406
527.45624	18414
531.18933	18411
534.91974	18416
538.6488	18415
542.37659	18421
546.10309	18400
549.82825	18410
553.55212	18377
557.27478	18378
560.99603	18377
564.716	18358
568.43469	18330
572.1521	18348
575.86823	18341
579.58301	18321
583.29651	18352
587.00873	18338
590.71826	18340
594.42792	18326
598.13623	18345
601.84192	18346
605.54767	18347
609.25214	18346
612.95392	18344
616.65576	18339
620.35498	18347
624.05432	18354
627.75092	18355
631.44769	18337
635.14172	18343
638.83588	18340
642.5274	18347
646.21759	18350
649.90656	18375
653.59558	18354
657.28198	18364
660.96704	18361
664.65088	18350
668.33337	18359
672.01605	18379
675.69598	18350
679.37469	18354
683.05212	18354
686.72827	18350
690.4032	18362
694.07678	18338
697.74774	18348
701.41882	18367
705.08856	18368
708.75708	18359
712.42432	18381
716.08893	18382
719.75366	18393
723.41711	18374
727.07928	18386
730.73883	18365
734.39844	18372
738.05542	18395
741.71252	18390
745.367	18389
749.02161	18369
752.67358	18387
756.32562	18370
759.97504	18393
763.62323	18362
767.27148	18346
770.91705	18377
774.56146	18367
778.20459	18373
781.84784	18359
785.48846	18362
789.12781	18395
792.76593	18366
796.40277	18338
800.03833	18368
803.67273	18365
807.30573	18342
810.93756	18364
814.56818	18339
818.19751	18355
821.82556	18347
825.45245	18370
829.07666	18353
832.70099	18340
836.32404	18355
839.94586	18348
843.56512	18354
847.18451	18337
850.80261	18378
854.41815	18347
858.03375	18357
861.64673	18359
865.25989	18372
868.87042	18374
872.48108	18356
876.08911	18360
879.69598	18344
883.30286	18329
886.90723	18355
890.51031	18367
894.11218	18369
897.71417	18359
901.31354	18363
904.91174	18360
908.50867	18350
912.10437	18372
915.69885	18359
919.29205	18361
922.88403	18353
926.47485	18353
930.06439	18350
933.65265	18348
937.23975	18329
940.82562	18344
944.40894	18363
947.99231	18418
951.57446	18347
955.1554	18354
958.73383	18361
962.31232	18343
965.88824	18341
969.46429	18340
973.03912	18331
976.61139	18350
980.18243	18336
983.7536	18325
987.32227	18365
990.89093	18334
994.45709	18334
998.02209	18358
1001.5871	18356
1005.1497	18348
1008.711	18356
1012.2711	18336
1015.83	18355
1019.389	18358
1022.9454	18350
1026.5006	18361
1030.0547	18328
1033.6075	18348
1037.1591	18342
1040.7095	18350
1044.2587	18355
1047.8053	18336
1051.3522	18353
1054.8977	18346
1058.442	18335
1061.9839	18328
1065.5259	18340
1069.0665	18362
1072.6049	18362
1076.1431	18357
1079.6803	18355
1083.2148	18349
1086.7495	18337
1090.2819	18358
1093.8142	18343
1097.3439	18354
1100.8726	18352
1104.4012	18369
1107.9275	18353
1111.4525	18372
1114.9777	18353
1118.5002	18339
1122.0217	18386
1125.542	18364
1129.061	18352
1132.5789	18348
1136.0955	18374
1139.611	18364
1143.1252	18357
1146.6383	18352
1150.1501	18360
1153.6609	18369
1157.1704	18377
1160.6788	18393
1164.1859	18380
1167.6906	18371
1171.1953	18400
1174.6989	18380
1178.2	18367
1181.7012	18372
1185.2012	18368
1188.6987	18365
1192.1964	18388
1195.6915	18372
1199.1869	18381
1202.6797	18390
1206.1713	18390
1209.6631	18394
1213.1523	18419
1216.6405	18400
1220.1287	18435
1223.6144	18411
1227.099	18405
1230.5824	18398
1234.0646	18434
1237.5457	18437
1241.0255	18417
1244.5043	18412
1247.9817	18462
1251.4581	18435
1254.9332	18428
1258.4073	18455
1261.8801	18467
1265.3517	18455
1268.821	18474
1272.2903	18477
1275.7585	18494
1279.2255	18494
1282.6901	18538
1286.1547	18553
1289.6168	18574
1293.0792	18594
1296.5404	18636
1299.9991	18664
1303.4567	18762
1306.9143	18855
1310.3696	18917
1313.825	19045
1317.278	19324
1320.7296	19867
1324.1802	22343
1327.631	37239
1331.0792	62734
1334.5264	66450
1337.9723	54078
1341.4171	47002
1344.8608	42940
1348.3033	40328
1351.7446	39331
1355.1849	40052
1358.6239	42866
1362.0618	48585
1365.4985	57896
1368.9329	71843
1372.3672	81608
1375.8005	77898
1379.2314	68220
1382.6624	43474
1386.0923	23387
1389.5197	20102
1392.9471	19383
1396.3723	19105
1399.7976	18923
1403.2203	18842
1406.6433	18730
1410.064	18660
1413.4833	18614
1416.9028	18628
1420.3199	18579
1423.736	18548
1427.1508	18550
1430.5657	18551
1433.9783	18506
1437.3898	18490
1440.7999	18504
1444.2091	18489
1447.6172	18485
1451.024	18484
1454.4297	18491
1457.8342	18468
1461.2378	18471
1464.6389	18465
1468.04	18444
1471.4401	18470
1474.839	18472
1478.2356	18464
1481.6322	18470
1485.0277	18473
1488.4209	18480
1491.8141	18477
1495.2051	18473
1498.5961	18480
1501.9847	18473
1505.3722	18473
1508.7598	18453
1512.145	18455
1515.5292	18468
1518.9135	18496
1522.2953	18479
1525.676	18484
1529.0557	18476
1532.4342	18470
1535.8116	18434
1539.1891	18462
